Feature ID,106A_Female_TotalReads,108A_Female_TotalReads,106A_Male_TotalReads,108A_Male_TotalReads
TR6135,1,6,7,7
TR61350,1,2,2,6
TR61351,7,5,9,7
TR61352,8,2,6,9
TR61353,8,5,0,0
TR61354,4,3,6,4
TR61355,3,1,6,1
TR61356,0,0,6,10
TR61357,0,2,4,1
TR61358,3,2,7,7
TR61359,2,2,2,2
TR6136-1,25,0,0,0
TR6136-2,12,0,4,0
TR61360,4,4,6,8
TR61361,2,0,5,6
TR61362,2,13,9,8
TR61363,4,7,8,4
TR61364,0,0,5,5
TR61365,3,0,6,6
TR61366,2,3,1,4
TR61367,0,7,1,0
TR61368,1,1,10,5
TR61369,0,2,15,9
TR6137,5,4,8,5
TR61370,2,1,4,6
TR61371,4,7,7,13
TR61372,2,1,7,3
TR61373,2,6,6,0
TR61374,3,8,6,2
TR61375,3,6,7,1
TR61376,2,2,7,4
TR61377,1,3,19,1
TR61378,9,21,17,15
TR61379,5,0,3,1
TR61380,4,3,13,3
TR61381,1,9,9,2
TR61382,3,1,2,4
TR61383,1,5,10,3
TR61384,0,2,6,5
TR61385,6,2,6,3
TR61386,0,0,4,4
TR61387,3,2,3,3
TR61388,2,2,3,8
TR61389,4,5,12,10
TR6139,6,3,8,3
TR61390,1,6,14,6
TR61391,1,3,2,0
TR61392,1,0,4,6
TR61393,0,3,1,2
TR61394,0,1,10,5
TR61395,1,4,7,6
TR61396,4,6,7,4
TR61397,1,1,8,6
TR61398,1,1,5,5
TR61399,0,0,2,6
TR614,228,246,231,197
TR6140,11,2,2,1
TR61400,1,7,9,5
TR61401,3,3,1,2
TR61402,8,1,3,3
TR61403,3,1,1,3
TR61404,0,1,1,2
TR61405,1,2,4,2
TR61406,5,1,1,2
TR61407,2,2,7,8
TR61408,0,3,1,1
TR61409,2,1,6,0
TR6141,1,0,9,5
TR61410,2,11,0,3
TR61411,0,6,4,4
TR61412,4,6,4,6
TR61413,4,2,2,2
TR61414,8,7,9,6
TR61415,4,4,4,2
TR61416,4,4,3,0
TR61417,1,2,6,2
TR61418,1,0,6,6
TR61419,1,6,5,5
TR61420,0,0,10,2
TR61421,1,3,3,1
TR61422,1,7,2,8
TR61423,2,2,0,4
TR61424,1,8,2,1
TR61425,7,5,10,9
TR61426,6,6,1,6
TR61427,2,0,17,5
TR61428,1,6,5,0
TR61429,7,5,9,6
TR6143,2,6,2,2
TR61430,2,4,0,3
TR61432,1,3,1,3
TR61433,1,10,9,1
TR61434,2,1,0,1
TR61435,0,5,3,3
TR61436,6,0,0,0
TR61437,0,0,18,1
TR61438,6,3,4,0
TR61439,2,0,4,5
TR6144,80,29,48,114
TR61440,1,0,9,5
TR61441,10,0,0,0
TR61442,0,1,3,1
TR61443,3,11,5,3
TR61444,0,14,1,0
TR61445,3,6,4,4
TR61446,3,0,7,5
TR61447,0,4,5,8
TR61448,1,1,1,4
TR61449,1,1,1,5
TR6145,8,7,8,7
TR61450,5,0,2,0
TR61451,0,17,7,4
TR61452,0,0,2,2
TR61453,3,1,1,7
TR61454,4,0,0,5
TR61455,1,0,3,4
TR61456,8,4,1,0
TR61457,5,3,3,4
TR61458-1,1,0,0,0
TR61458-2,0,0,3,6
TR61459,0,20,0,0
TR6146,5,3,7,10
TR61460,4,0,5,1
TR61461,2,0,9,0
TR61462,1,0,2,8
TR61463,0,0,6,3
TR61464,2,6,2,0
TR61465,1,6,3,3
TR61466,0,0,0,9
TR61467,1,2,7,4
TR61468,1,5,3,1
TR61469,1,5,0,4
TR6147,2,20,14,7
TR6147-1,7,61,23,22
TR6147-2,3,10,27,24
TR61470,4,2,1,1
TR61471,0,9,0,0
TR61472,2,6,1,6
TR61473,3,1,7,2
TR61474,0,4,11,5
TR61475,7,2,5,0
TR61476,0,6,1,4
TR61477,2,2,4,3
TR61478,1,1,5,6
TR61479,3,3,1,0
TR6148,2,0,2,7
TR61480,6,0,0,5
TR61481,0,0,3,1
TR61482,5,18,9,12
TR61483,1,6,5,8
TR61484,3,2,2,2
TR61485,2,3,4,6
TR61486,1,0,11,6
TR61487,3,4,7,3
TR61488,0,2,4,0
TR61489,2,0,5,3
TR6149,41,51,80,49
TR61490,5,0,1,0
TR61491,0,4,2,4
TR61492,1,3,9,1
TR61493,0,0,4,7
TR61494,4,1,1,2
TR61495,0,0,12,1
TR61496,1,2,3,4
TR61497,3,1,3,1
TR61498,0,0,4,0
TR61499,3,2,8,1
TR61500,5,10,5,9
TR61501,13,11,7,4
TR61502,11,2,16,13
TR61503,9,0,1,4
TR6151,5,6,9,4
TR6153,0,3,2,3
TR6154,8,8,10,39
TR6155,6,15,14,9
TR6156,21,34,5,8
TR6158,66,48,19,49
TR6159,0,0,2,8
TR616,4,2,7,2
TR6160,28,32,44,33
TR6161,20,16,33,36
TR6163,2,2,5,3
TR6164,9,33,4,6
TR6166,9,48,19,24
TR6167,1,6,16,9
TR6168,3,5,0,0
TR6169,2,3,5,9
TR617,5,2,5,10
TR6170,8,24,19,11
TR6173,1,2,3,6
TR6174,1,5,10,1
TR6175,44,34,88,191
TR6176-1,1,7,3,0
TR6176-2,1,0,3,2
TR6177,24,6,8,3
TR6178,22,30,21,11
TR618,3,3,5,8
TR6180,5,1,8,9
TR6181,4,8,14,4
TR6182,20,13,26,16
TR6183,1,1,5,16
TR6184-1,1,3,2,0
TR6184-2,3,1,0,1
TR6185,12,2,13,8
TR6186,7,2,4,11
TR6187,25,12,9,29
TR619,6,3,5,3
TR6191,0,36,7,12
TR6193,10,9,13,16
TR6194,13,8,10,11
TR6197,5,6,5,7
TR6198,5,7,18,17
TR6199,3,3,3,2
TR62,6,7,9,13
TR620,18,13,60,37
TR6200,0,3,10,2
TR6201,6,34,24,14
TR6202-1,1,2,6,20
TR6202-2,0,2,8,1
TR6203,10,7,9,17
TR6204,4,4,10,3
TR6205,4,3,11,7
TR6206-1,1,1,1,1
TR6206-2,1,2,2,5
TR6207,5,7,5,7
TR6208,7,12,17,16
TR6209,0,5,1,34
TR621,27,19,16,27
TR6210,12,17,7,13
TR6213,3,6,27,49
TR6215,81,106,102,102
TR6217,159,175,262,206
TR6219,5,6,15,12
TR622,12,14,6,6
TR6220,22,573,208,1
TR6222,2,2,7,1
TR6223,3,3,9,9
TR6225,115,111,222,183
TR6227,5,19,25,8
TR6228,23,18,21,14
TR623,2,2,4,3
TR6231,3,2,4,5
TR6232,3,2,8,0
TR6233,110,82,104,72
TR6234,5,0,22,90
TR6235,0,6,3,2
TR6236,1,8,0,5
TR6237,4,7,18,11
TR624,1,3,3,4
TR6240,12,14,24,11
TR6242,6,16,23,56
TR6246-1,0,0,0,4
TR6246-2,0,0,1,4
TR6247,15,6,9,4
TR6248,0,0,4,11
TR625,3,7,18,6
TR6250,13,18,21,17
TR6251,0,16,13,6
TR6252,6,9,2,1
TR6254,75,121,34,70
TR6255,124,92,66,61
TR6256,4,11,10,0
TR6257,68,98,154,743
TR6258-1,0,0,6,5
TR6258-2,2,9,2,3
TR6259,20,18,58,42
TR626,3,2,0,0
TR6260,44,18,27,33
TR6261,12,22,27,27
TR6263,5,5,15,15
TR6264,9,8,11,29
TR6266,11,25,9,4
TR6267-1,65,1,2,4
TR6267-2,4,10,21,4
TR6268,3,3,25,22
TR6270,30,30,69,58
TR6271,7,13,7,12
TR6272,10,9,10,10
TR6273,1,3,1,3
TR6274,24,8,24,31
TR6275,2,4,16,10
TR6276,12,10,52,34
TR6278,23,115,33,25
TR6279,3,9,3,11
TR628,9,9,10,2
TR6280-1,2,0,0,2
TR6280-2,2,5,13,20
TR6281,3,10,5,2
TR6282-1,0,3,0,15
TR6282-2,0,1,2,28
TR6283,26,26,42,46
TR6285,1,1,7,6
TR6286,2,3,9,0
TR6288,2,5,9,1
TR6289,4,1,5,2
TR6292,5,22,11,10
TR6293,17,21,33,8
TR6294,7,4,1,0
TR6295,9,4,12,18
TR6298-1,10,8,17,29
TR6298-2,8,5,14,11
TR6299,70,100,122,166
TR63,13,6,4,3
TR630,10,3,3,2
TR6300,6,2,5,6
TR6301,10,7,8,3
TR6302,11,11,23,31
TR6303,35,54,33,20
TR6304-1,6,1,0,7
TR6304-2,2,5,1,1
TR6305,2,4,8,6
TR6306,2,8,10,2
TR6307,49,56,78,63
TR6308-1,11,1,1,12
TR6308-2,16,19,42,24
TR6309,4,6,1,7
TR631,0,3,3,3
TR6310,2,6,4,5
TR6311,10,15,16,9
TR6312,13,7,11,11
TR6313,38,3,2,0
TR6314-1,1,3,0,1
TR6314-2,3,1,8,2
TR6315,1,7,33,2
TR6317,5,3,29,5
TR632,2,3,16,5
TR6320,10,4,5,6
TR6321,2,4,1,4
TR6323,47,100,47,38
TR6324,8,25,14,26
TR6325,7,3,1,2
TR6326-1,2,14,10,1
TR6326-2,2,2,2,3
TR6327,1,5,28,14
TR6328,6,3,27,42
TR6329,5,8,7,6
TR633,31,20,29,105
TR6331,19,51,72,76
TR6332,9,4,28,11
TR6333,2,2,7,5
TR6334,0,4,8,10
TR6335,19,29,10,10
TR6336,17,26,77,33
TR6337,520,711,606,423
TR6338-1,1,1,7,2
TR6338-2,1,6,8,4
TR634-1,6,4,34,9
TR634-2,1,5,11,10
TR6340,8,5,17,14
TR6341,11,1,11,0
TR6342,4,10,17,14
TR6343,7,8,11,30
TR6344,252,372,341,400
TR6347,18,14,33,57
TR6348,7,8,10,6
TR6349,4,1,2,6
TR6350,13,18,24,17
TR6351,8,6,2,3
TR6352,1,1,9,3
TR6353,3,6,13,6
TR6354,9,7,8,7
TR6355,2,9,3,4
TR6356,18,33,20,42
TR6357,16,42,91,107
TR6359,1215,987,1293,1567
TR636,31,1,3,0
TR6361-1,2,4,0,0
TR6361-2,0,1,1,4
TR6362,6,8,9,3
TR6364,29,47,50,34
TR6365,42,26,53,60
TR6366,76,79,94,79
TR6367,2,6,2,0
TR637-1,0,1,2,1
TR637-2,1,2,1,4
TR6371,0,2,12,208
TR6373,4,7,2,6
TR6375,16,11,6,4
TR6376-1,1,2,1,0
TR6376-2,0,0,2,1
TR6377,8,8,8,5
TR6378,135,126,320,223
TR6379,183,168,130,137
TR638,16,9,22,13
TR6381,10,14,22,28
TR6382,17,1,9,5
TR6384,6,8,14,7
TR6385,0,1,8,2
TR6386,15,20,19,26
TR6387,3,14,19,10
TR6388,0,5,2,9
TR6389,5,4,2,6
TR639,2,10,3,8
TR6390,11,4,24,34
TR6391,2,4,4,1
TR6392,6,6,2,2
TR6393,78,73,77,77
TR6394,37,67,61,83
TR6395,48,20,39,22
TR6396,0,6,1,4
TR6398,8,12,13,12
TR64,6,12,9,3
TR640,5,4,17,13
TR6401,6,8,22,7
TR6402,3,10,15,11
TR6403-1,18,8,8,18
TR6403-2,6,11,4,4
TR6404,0,6,2,1
TR6405,4,1,4,12
TR6406,17,14,10,1
TR6407,1,2,11,12
TR6409,23,19,24,5
TR6412,11,7,6,9
TR6413,7,10,8,8
TR6414,9,5,16,22
TR6415,4,8,10,19
TR6418,6,1,1,7
TR642,2,0,6,2
TR6420,26,0,3,5
TR6421,3,4,10,14
TR6422,6,0,17,2
TR6425,13,11,18,19
TR6426,4,5,36,30
TR6428,7,15,12,16
TR6431,283,246,410,367
TR6435,4,3,14,13
TR6438,11,20,7,9
TR6439,5,3,7,11
TR644,1,4,5,3
TR6441,37,1,63,0
TR6444,4,6,5,2
TR6445,0,3,10,4
TR6446-1,8,13,17,5
TR6446-2,8,22,7,2
TR6447,10,6,8,4
TR6448,1,2,13,13
TR6450,0,6,13,5
TR6451,27,4,4,12
TR6452,9,12,39,24
TR6454-1,0,6,7,7
TR6454-2,6,5,6,9
TR6457,113,7,42,4
TR6458,2,16,1,2
TR6459,2,4,9,10
TR646,27,46,155,140
TR6461,0,3,8,5
TR6462,9,29,31,13
TR6463,86,78,125,108
TR6467,11,12,12,20
TR6468,33,15,36,11
TR647,206,417,902,170
TR6470,9,11,7,8
TR6471,2,3,5,4
TR6472,44,13,25,27
TR6474,1,0,9,13
TR6475,37,65,5,4
TR6476,4,5,6,8
TR6477,5,11,34,16
TR6479,9,5,10,2
TR648,21,5,10,10
TR6482,0,9,3,3
TR6486,14,11,16,12
TR6489,1,0,6,7
TR6490-1,2,3,0,0
TR6490-2,2,0,6,3
TR6491,12,22,19,38
TR6492,2,0,2,10
TR6493,3,6,7,2
TR6494,15,16,29,32
TR6495-1,1,3,8,7
TR6495-2,4,4,3,14
TR6496,3,21,11,6
TR6499,309,317,639,464
TR65,3,7,6,24
TR6500,4,85,17,5
TR6502,2,4,6,3
TR6503,6,3,5,0
TR6504,7,14,23,29
TR6507,3,6,9,12
TR6508,12,9,1,2
TR6509,53,34,23,20
TR6512,16,13,5,7
TR6513,121,38,100,153
TR6514,2,3,4,0
TR6515-1,3,8,9,12
TR6515-2,6,8,1,12
TR6516,2,5,3,3
TR6518,3,5,2,3
TR652,4,9,3,6
TR6520,3,1,2,9
TR6521,128,109,111,92
TR6522,52,3,11,0
TR6523,6,4,11,2
TR6524,12,9,13,14
TR6525,15,6,12,16
TR6526,10,10,13,9
TR6528,1,0,1,13
TR6529,4,7,6,3
TR653,0,1,2,8
TR6530,5,3,21,17
TR6531,8,9,4,1
TR6532-1,7,7,0,4
TR6532-2,3,3,4,4
TR6533,4,16,9,5
TR6534,4,11,2,9
TR6535,3,7,11,5
TR6538,8,2,7,10
TR6539,12,35,3,28
TR654,10,6,4,10
TR6542,8,6,18,21
TR6543,10,14,22,6
TR6544,34,33,54,65
TR6545,13,8,32,23
TR6548,3,1,2,2
TR655,3,11,26,1
TR6550,6,11,15,15
TR6551,16,8,31,40
TR6552,9,40,11,13
TR6553,12,17,15,7
TR6555,11,20,18,9
TR6556-1,25,22,48,12
TR6556-2,10,20,3,7
TR6557,0,1,8,20
TR6558,3,8,8,6
TR6559,11,16,31,22
TR656,18,2,0,0
TR6560,24,133,21,86
TR6561,3,2,11,6
TR6562,0,0,0,1
TR6562-1,1,6,10,3
TR6562-2,1,5,4,1
TR6563,26,7,25,62
TR6564,2,4,6,13
TR6565,4,5,6,13
TR6566,3,1,1,5
TR6567,23,8,23,24
TR6568,35,25,40,30
TR657,12,14,12,7
TR6571,1,25,7,1
TR6573,3,9,2,4
TR6574,123,147,483,429
TR6575,0,4,5,5
TR6576,1,8,6,8
TR6577,19,13,23,21
TR6578,19,20,19,32
TR658,1,3,4,0
TR6580,13,7,26,48
TR6581,7,9,13,5
TR6582,20,8,27,16
TR6583,10,14,11,9
TR6584,2,4,3,4
TR6585,32,64,168,34
TR6586,39,46,7,2
TR6587,19,40,8,27
TR6588,10,5,16,5
TR6588-1,2,17,21,1
TR6588-2,24,37,12,26
TR6589-1,6,1,15,28
TR6589-2,1,0,27,7
TR659,11,12,1,0
TR6592,3,4,10,5
TR6593,6,12,18,15
TR6594,3,6,11,9
TR6595,22,49,9,21
TR6596,13,10,11,7
TR6597,5,2,2,2
TR6598,0,5,17,24
TR6599,18,3,12,8
TR660,3,0,3,2
TR6600,2,8,7,17
TR6603,12,11,10,11
TR6604,2,2,13,11
TR6605,3,6,1,9
TR6606,22,45,13,19
TR6607,31,59,72,99
TR6609,8,11,11,42
TR6612,118,121,240,173
TR6613,34,9,45,29
TR6614,17,22,33,27
TR6615,1,3,8,0
TR6617,4,5,5,17
TR6618,3,13,4,7
TR6620,18,4,35,35
TR6621,0,5,1,0
TR6622,3,2,3,4
TR6623-1,3,1,11,10
TR6623-2,0,3,3,3
TR6624,13,21,31,51
TR6626,7,6,9,6
TR6628,5,5,2,4
TR663,8,1,7,11
TR6630,3,9,7,6
TR6631,7,11,20,19
TR6632,14,52,21,19
TR6634,1,3,1,1
TR6635,11,2,21,19
TR6636,91,155,120,141
TR6637-1,0,1,16,8
TR6637-2,3,0,0,0
TR6638,3,4,1,2
TR6639,28,31,21,24
TR6642,9,5,1,1
TR6643,2,0,10,10
TR6644,11,1,29,24
TR6648,10,18,28,14
TR665,20,38,12,21
TR6650-1,0,0,3,3
TR6650-2,0,0,3,6
TR6652,35,25,10,30
TR6653,10,10,7,29
TR6656,117,3,32,2
TR6657,4,8,12,7
TR6658,1,5,2,12
TR6659,13,19,10,23
TR666,16,33,31,18
TR6660,1,2,10,9
TR6662,7,1,8,6
TR6663,7,6,12,18
TR6665,4,15,8,11
TR6666,5,11,22,9
TR6667,5,2,6,7
TR6668,26,25,28,24
TR6669,6,4,17,21
TR667,14,9,40,26
TR6670,2,10,1,3
TR6673,1,2,2,4
TR6674,4,2,5,6
TR6675,94,85,386,231
TR6677,10,27,22,15
TR6678,7,1,8,5
TR668,14,110,36,38
TR6680,7,6,12,4
TR6683,104,21,15,21
TR6684,4,0,3,3
TR6685-1,0,4,12,4
TR6685-2,1,2,1,3
TR6686,20,13,18,12
TR6687,5,19,12,0
TR6689,16,5,2,27
TR669,4,4,4,4
TR6691-1,2,4,1,9
TR6691-2,0,1,3,2
TR6692,377,299,1139,882
TR6693,4,12,5,6
TR6695,3,3,11,4
TR6696,2,3,4,3
TR6697,5,6,9,6
TR6698,1,3,2,0
TR6699,3,2,7,4
TR67-1,0,1,8,1
TR67-2,0,4,0,4
TR670,9,11,9,8
TR6700,12,11,23,12
TR6701,5,10,0,1
TR6702,0,3,6,7
TR6703,4,4,1,6
TR6704,5,9,13,6
TR6705,32,15,17,8
TR6706,922,444,931,2714
TR6707,3,4,3,8
TR6708,14,4,21,1
TR6709,6,2,9,1
TR6710,1,2,6,2
TR6711,12,6,11,10
TR6712,25,16,36,18
TR6713,2,2,3,3
TR6714,1,18,2,1
TR6717,12,5,44,23
TR6718,3,18,20,4
TR672,0,2,7,2
TR6721,4,3,0,1
TR6722,10,10,12,10
TR6723-1,2,4,6,7
TR6723-2,1,0,2,4
TR6724,3,4,13,4
TR6725-1,0,4,2,0
TR6725-2,4,5,2,7
TR6727,2,8,2,4
TR6728,1,1,1,5
TR6729,2,1,5,9
TR6730,23,19,11,18
TR6731,4,1,2,3
TR6732-1,19,0,2,2
TR6732-2,10,15,6,3
TR6733,6,2,5,1
TR6734,2,10,24,16
TR6735,4,2,3,2
TR6736,13,16,2,5
TR6737,2,6,3,1
TR6738,5,5,5,9
TR6739,2,4,5,3
TR6740,0,0,2,7
TR6741,10,3,5,3
TR6743,2,3,5,2
TR6744,2229,2875,5010,5232
TR6745,5,1,4,8
TR6746,0,10,11,7
TR6747,0,3,3,4
TR6749,3,0,13,15
TR6750,14,8,41,37
TR6751,6,3,13,6
TR6752-1,12,0,0,0
TR6752-2,11,0,0,0
TR6753,6,5,5,10
TR6754,5,3,10,9
TR6755,3,13,7,8
TR6756,21,22,81,68
TR6757,5,12,19,10
TR6758,5,2,7,3
TR6759,22,20,35,31
TR676,3,1,11,16
TR6760,3,2,3,3
TR6763,1,8,18,4
TR6764,2,0,7,16
TR6765,0,2,2,4
TR6766,8,15,19,16
TR6767,12,10,14,12
TR6768,4,12,23,12
TR6769,6,3,6,18
TR677,17,11,20,11
TR6773,3,4,8,12
TR6775,10,29,20,30
TR6776,3,1,3,4
TR6777,49,17,0,0
TR6778,4,2,6,8
TR6779,5,6,7,0
TR678,1,0,0,7
TR6780,2,2,8,7
TR6782,1,1,25,2
TR6783,7,2,4,9
TR6784,4,2,16,18
TR6785,12,13,26,17
TR6786,6,11,6,10
TR6787,14,44,4,5
TR6788,0,0,4,1
TR6789-1,2,2,1,6
TR6789-2,1,8,13,4
TR6790,3,10,6,8
TR6791,0,4,5,6
TR6792,18,18,25,6
TR6793,4,4,5,1
TR6794,8,17,19,22
TR6795,0,11,20,18
TR6796,6,7,18,5
TR6798,10,12,44,67
TR6799,3,0,16,16
TR68,4,4,4,3
TR680-1,2,2,4,12
TR680-2,5,1,17,18
TR6800,17,27,22,25
TR6801,4,8,6,7
TR6802,4,2,0,22
TR6803,5,9,29,36
TR6804,3,13,5,11
TR6806,9,3,5,1
TR6807,4,3,6,4
TR6808,5,2,1,1
TR6809,2,0,3,5
TR681,4,4,7,16
TR6810,7,15,10,2
TR6811,3,4,4,1
TR6812,3,3,8,7
TR6815,4,8,18,8
TR6816,8,5,11,11
TR6817,7,4,5,3
TR682-1,1,0,16,13
TR682-2,2,7,6,6
TR6821,4,4,15,9
TR6822,3,3,10,9
TR6823,29,11,23,18
TR6824,1,4,9,1
TR6825,2,6,1,3
TR6826,3,4,6,8
TR6827,24,28,43,24
TR6828,2,12,12,21
TR6829,31,52,48,108
TR683-1,2,3,11,6
TR683-2,8,9,6,5
TR6831,16,87,46,119
TR6833,0,0,5,6
TR6835,2,2,5,8
TR6836,3,2,33,43
TR6837,7,8,13,6
TR6838,6,7,20,13
TR6839,16,20,24,11
TR684,319,252,435,306
TR6840,21,6,19,8
TR6841,3,8,6,7
TR6842,16,27,11,14
TR6843,4,2,1,3
TR6844,4,3,7,2
TR6845,7,0,8,8
TR6846,4,6,17,32
TR6848,5,2,8,7
TR685,7,6,9,6
TR6850,4,1,7,0
TR6851,2,7,20,15
TR6852-1,14,3,13,4
TR6852-2,43,5,6,14
TR6853,6,5,7,1
TR6854,20,5,10,5
TR6855,11,17,23,30
TR6856,5,3,4,3
TR6857,6,25,21,51
TR6859,17,10,24,21
TR686-1,0,1,0,1
TR686-2,0,1,7,2
TR6861,6,5,16,20
TR6862,0,2,2,10
TR6863-1,12,7,25,51
TR6863-2,6,9,35,18
TR6865,4,2,5,2
TR6866,4,2,6,11
TR6867,11,13,8,3
TR6868-1,1,3,1,1
TR6868-2,4,11,0,4
TR6869,3,5,20,18
TR687,3,3,7,15
TR6870,9,19,12,10
TR6871,7,8,4,4
TR6872,5,3,6,6
TR6873,23,48,10,13
TR6874,4,4,9,14
TR6875,7,7,15,11
TR6876,24,26,57,59
TR6878,15,21,29,42
TR6879,0,1,35,116
TR688-1,6,29,23,21
TR688-2,1,11,0,1
TR6880,1,5,2,3
TR6884,36,16,39,51
TR6885,0,14,0,6
TR6887,2,47,38,27
TR6888,3,8,15,13
TR6889,9,19,18,7
TR689,3,5,6,1
TR6890,2,3,4,17
TR6892,4,6,9,16
TR6893,68,58,118,87
TR6894,7,7,20,15
TR6895,11,8,1,13
TR6896,2,7,3,5
TR6898,3,0,27,12
TR6899,0,3,2,11
TR6900,20,33,27,23
TR6902,11,5,12,13
TR6903-1,1,0,3,6
TR6903-2,1,1,3,3
TR6904,7,12,27,22
TR6906,44,0,0,0
TR6907,0,1,6,4
TR6908,2,3,13,8
TR6909-1,3,11,7,2
TR6909-2,4,1,0,3
TR691-1,2,1,7,10
TR691-2,1,12,9,3
TR6910,190,279,63,30
TR6911,7,4,1,1
TR6913,0,15,6,4
TR6914,2,1,5,6
TR6915,7,10,5,9
TR6916,14,6,25,7
TR6917-1,8,2,12,18
TR6917-2,4,7,6,22
TR6919,4,16,5,20
TR692,4,41,33,11
TR6921,24,2,23,5
TR6922,0,4,19,0
TR6923,6,5,7,9
TR6924,2,1,7,3
TR6925-1,7,9,12,25
TR6925-2,29,4,101,21
TR6926,1,0,12,10
TR6928,2,4,7,4
TR6929,1,1,2,7
TR693,9,6,2,0
TR6930,10,3,8,9
TR6931,4,9,4,9
TR6932,7,2,1,1
TR6934,1,8,6,3
TR6936,125,161,104,77
TR6937,5,11,10,3
TR6939,0,0,5,5
TR694,4,4,5,10
TR6940,8,22,13,9
TR6941,15,12,53,61
TR6943,0,3,2,7
TR6944,13,9,14,9
TR6945,1,3,2,3
TR6946-1,4,0,0,2
TR6946-2,6,5,3,1
TR6947,4,2,12,11
TR6948,26,4,6,7
TR6950,4,5,10,4
TR6951,1026,512,455,374
TR6952,34,35,51,31
TR6953,12,12,14,6
TR6954,2,2,11,5
TR6956,0,7,6,2
TR6959,1,4,3,5
TR696,16,14,12,30
TR6960,1,3,5,2
TR6961,15,18,10,11
TR6962,1,5,1,12
TR6963,1,1,1,7
TR6964,705,974,781,865
TR6965,6,7,17,12
TR6966,6,17,15,11
TR6968,13,9,20,19
TR6969,1,7,1,9
TR6970,27,29,176,70
TR6971,2,7,2,5
TR6973,3,10,8,6
TR6975,46,42,66,62
TR6976,8,13,18,13
TR6978,10,0,9,0
TR698,3,5,5,5
TR6980,3,17,8,11
TR6981-1,1,2,2,2
TR6981-2,3,5,1,4
TR6983,119,112,145,112
TR6985,7,8,15,12
TR6986,3,3,1,1
TR6987,1,7,3,4
TR6988,5,5,13,70
TR6989,3,4,9,2
TR699,8,0,16,25
TR6990,1,2,10,22
TR6991,3,23,10,20
TR6993,10,9,24,25
TR6994,2,3,3,1
TR6995,12,7,7,5
TR6996,3,4,2,2
TR6997,304,210,280,132
TR6998,16,22,45,21
TR7,2,3,15,6
TR70,1,2,2,6
TR7000,6,5,15,22
TR7003,2,10,5,1
TR7004,5,14,3,5
TR7006,4,4,9,5
TR7008,6,5,9,1
TR7009,5,11,6,6
TR701,3,4,6,5
TR7010,6,5,12,5
TR7011,0,5,19,12
TR7012,6,5,5,8
TR7013,0,0,2,5
TR7015,6,5,3,6
TR7017,2,6,1,1
TR7018,18,5,5,5
TR702,9,5,4,3
TR7020,2,0,6,4
TR7022,5,6,3,2
TR7024-1,7,2,4,11
TR7024-2,0,5,6,3
TR7025,3,8,2,0
TR7029,6,11,17,8
TR703,3,9,14,5
TR7030,6,7,11,6
TR7031,14,11,6,9
TR7032,2,4,4,5
TR7034,8,17,23,14
TR7035,3,3,6,2
TR7036,4,1,7,3
TR7037,20,4,11,11
TR7038,18,35,35,18
TR7039-1,3,0,1,25
TR7039-2,8,6,4,1
TR704,4,7,17,11
TR7040,6,10,11,5
TR7041,17,5,15,19
TR7042,13,5,14,17
TR7043-1,42,47,54,54
TR7043-2,19,0,0,0
TR7045,9,4,2,1
TR7046-1,0,0,8,0
TR7046-2,2,4,7,4
TR7047,0,0,0,13
TR7048,4,4,7,2
TR7049,6,9,14,21
TR705,7,1,29,15
TR7050,3,3,4,10
TR7051,11,33,6,49
TR7052,5,6,10,8
TR7053,6,1,2,7
TR7054,8,0,10,6
TR7056,53,59,65,79
TR7057,62,25,145,95
TR7058,4,8,4,0
TR7059,13,5,12,1
TR706,1,3,7,13
TR7061,1,2,6,3
TR7063,19,13,57,4
TR7065,8,17,11,8
TR7066,26,27,127,76
TR7068,9,22,21,25
TR7069,0,3,9,8
TR707,4,6,3,1
TR7070,16,2,7,2
TR7073-1,2,5,3,2
TR7073-2,1,8,7,4
TR7074,184,4,20,3
TR7076,5,11,10,1
TR7077,2,2,2,5
TR7078,3,3,4,3
TR7079,0,2,4,1
TR708,17,4,1,11
TR7080,3,6,4,10
TR7083,1,1,2,0
TR7083-1,3,3,1,4
TR7083-2,11,8,9,1
TR7084,478,218,551,1147
TR7085,1,4,4,0
TR7087,1,6,7,15
TR709,148,191,241,344
TR7091,6,8,6,0
TR7092,3,3,8,3
TR7096,8,3,15,53
TR7098,4,9,2,11
TR7099,22,5,13,10
TR71,2,2,2,5
TR7101,2,3,2,26
TR7103,0,0,2,1
TR7104,2,13,2,5
TR7105,5,14,15,8
TR7107,42,52,734,82
TR7109,2,13,16,24
TR7110,0,5,2,10
TR7113,11,73,40,25
TR7114,6,17,29,7
TR7115,0,8,15,8
TR7116,1,2,5,8
TR7117,3,4,16,16
TR7119,11,4,1,6
TR712,32,23,7,8
TR7120,130,145,174,135
TR7121,1,4,3,3
TR7124,2,1,8,0
TR7125,1,15,14,9
TR7126,19,6,20,21
TR7127,2,14,5,4
TR7129,17,22,14,15
TR713,32,62,67,57
TR7130,47,30,48,40
TR7131,5,1,3,0
TR7133,2,1,5,2
TR7135-1,2,8,9,13
TR7135-2,1,0,2,6
TR7136,15,4,8,6
TR7137,277,428,421,474
TR7138,10,21,8,9
TR7139,3,2,9,5
TR714,3,5,8,8
TR7140,223,379,295,281
TR7142,14,7,6,6
TR7144,3,0,6,4
TR7145,5,2,3,1
